Sale Price,City,Neighborhood,Pincode,Property Size (sqft),Lot Size,Bedrooms,Bathrooms,Year Built,Nearby Amenities,Market Trends
5429000,Tiruchirappalli,Tiruchirappalli Sector 7,60141,1217,1835,3,3,2015,"Temple, Gym",Stable
23371000,The Nilgiris,The Nilgiris Sector 10,62291,3823,4510,4,3,1996,"Temple, Gym",Stable
5592000,Thoothukudi,Thoothukudi Sector 4,63388,1652,2010,3,3,2015,"Market, Bus Stand",Declining
8086000,Nagapattinam,Nagapattinam Sector 8,63685,2830,3362,2,2,1995,"Parks, School",Stable
2311000,Namakkal,Namakkal Sector 5,63882,769,1283,2,1,2003,"Hospital, Mall",Declining
4263000,Kanniyakumari,Kanniyakumari Sector 8,62749,1387,1837,4,4,2001,"Temple, Gym",Stable
11141000,Chengalpattu,Chengalpattu Sector 8,61335,2123,2345,5,4,2012,,Declining
5345000,Tirupathur,Tirupathur Sector 9,63623,1812,2694,3,2,2001,"Market, Bus Stand",Stable
34844000,Chennai,Chennai Sector 2,63262,4039,4962,5,5,2002,"Hospital, Mall",Stable
5545000,The Nilgiris,The Nilgiris Sector 8,62125,900,1660,1,1,2023,"Market, Bus Stand",Stable
11012000,Namakkal,Namakkal Sector 10,62472,3739,4369,5,5,2004,,Stable
11536000,Nagapattinam,Nagapattinam Sector 4,62141,3937,4586,5,5,2024,"Temple, Gym",Rising
9530000,Theni,Theni Sector 8,62454,3226,4224,5,4,2019,"Parks, School",Declining
9901000,Karur,Karur Sector 7,63532,3411,4392,3,3,2012,"Temple, Gym",Declining
8462000,Virudhunagar,Virudhunagar Sector 7,63144,2849,3345,5,4,2016,,Rising
11065000,Tiruppur,Tiruppur Sector 9,64457,2677,3530,4,3,1995,"Market, Bus Stand",Stable
11698000,Dharmapuri,Dharmapuri Sector 10,60316,4092,4844,2,1,2008,,Declining
9117000,Namakkal,Namakkal Sector 7,63670,3077,3706,5,5,2001,"Parks, School",Rising
11071000,Thanjavur,Thanjavur Sector 10,64722,3862,4402,3,3,1996,,Rising
10985000,Namakkal,Namakkal Sector 8,60929,3742,4383,5,5,2002,,Declining
7005000,Thanjavur,Thanjavur Sector 3,60241,2335,2898,5,4,2024,,Rising
17816000,Coimbatore,Coimbatore Sector 7,61598,3145,3860,5,5,1998,"Temple, Gym",Declining
3346000,Thiruvallur,Thiruvallur Sector 10,62295,1049,1711,4,4,2023,"Market, Bus Stand",Stable
11414000,Tirupathur,Tirupathur Sector 3,64399,4047,4623,1,1,2024,,Stable
6092000,Perambalur,Perambalur Sector 7,62959,2132,2659,1,1,1993,"Market, Bus Stand",Stable
15365000,Chengalpattu,Chengalpattu Sector 3,60215,2970,3317,5,5,1998,"Hospital, Mall",Rising
4512000,Perambalur,Perambalur Sector 2,64234,1489,2154,3,2,2012,"Parks, School",Stable
10687000,Thiruvarur,Thiruvarur Sector 7,64206,3753,4041,2,2,2013,"Hospital, Mall",Stable
11155000,Cuddalore,Cuddalore Sector 8,61602,3812,4301,5,4,1996,"Market, Bus Stand",Rising
12318000,Karur,Karur Sector 7,63823,4279,4734,3,3,2013,"Market, Bus Stand",Rising
3005000,Virudhunagar,Virudhunagar Sector 6,60251,879,1523,5,5,1991,,Stable
12794000,Theni,Theni Sector 4,62162,4455,5341,3,3,1992,"Hospital, Mall",Declining
12620000,Tiruppur,Tiruppur Sector 4,61988,3078,3741,3,3,2020,"Parks, School",Stable
7385000,Ramanathapuram,Ramanathapuram Sector 5,64192,2506,3080,4,3,2013,"Hospital, Mall",Stable
3448000,Tiruvannamalai,Tiruvannamalai Sector 1,60125,1118,1557,3,3,2006,"Hospital, Mall",Stable
21660000,Kancheepuram,Kancheepuram Sector 8,62127,4472,5100,2,1,2006,"Market, Bus Stand",Declining
3738000,Nagapattinam,Nagapattinam Sector 6,62534,1143,1760,5,4,2003,"Temple, Gym",Declining
11916000,Tenkasi,Tenkasi Sector 5,60526,4175,4895,2,2,2011,"Hospital, Mall",Stable
5255000,Viluppuram,Viluppuram Sector 5,63338,1727,1963,4,3,2022,"Hospital, Mall",Declining
2555000,Krishnagiri,Krishnagiri Sector 9,62280,736,1496,5,4,2006,"Market, Bus Stand",Stable
5668000,Tiruchirappalli,Tiruchirappalli Sector 8,60391,1270,1878,3,2,2015,,Stable
12966000,Thoothukudi,Thoothukudi Sector 1,63468,3969,4833,3,2,2014,"Market, Bus Stand",Declining
8498000,Ramanathapuram,Ramanathapuram Sector 5,62599,2921,3711,3,2,1995,"Parks, School",Declining
4208000,Tirupathur,Tirupathur Sector 3,64423,1397,2366,3,3,1995,"Temple, Gym",Declining
13624000,Madurai,Madurai Sector 9,63186,2990,3860,2,1,2000,"Hospital, Mall",Declining
4251000,Salem,Salem Sector 1,60507,1097,1415,1,1,2017,"Parks, School",Stable
7719000,Tiruvannamalai,Tiruvannamalai Sector 1,61604,2712,3127,1,1,2020,"Parks, School",Stable
12602000,Viluppuram,Viluppuram Sector 9,60839,4330,4574,5,5,2014,"Market, Bus Stand",Stable
4483000,Tenkasi,Tenkasi Sector 8,63387,1419,2261,5,5,2007,,Declining
11659000,Ramanathapuram,Ramanathapuram Sector 8,61331,4075,4771,2,2,2015,,Stable
3467000,Ramanathapuram,Ramanathapuram Sector 5,64906,1116,1554,3,3,2011,"Hospital, Mall",Declining
4082000,Pudukkottai,Pudukkottai Sector 6,60767,1361,2047,3,3,1997,"Hospital, Mall",Stable
7550000,Mayiladuthurai,Mayiladuthurai Sector 6,64410,2614,3295,2,2,2017,,Stable
2168000,Theni,Theni Sector 8,62727,657,1451,3,2,2007,,Stable
7367000,Kanniyakumari,Kanniyakumari Sector 8,64733,2448,2942,5,5,2006,"Temple, Gym",Stable
6299000,Mayiladuthurai,Mayiladuthurai Sector 10,64491,2098,2516,4,3,2008,"Hospital, Mall",Stable
5618000,Karur,Karur Sector 8,62525,1852,2415,4,3,2015,"Parks, School",Stable
2375000,Tiruvannamalai,Tiruvannamalai Sector 4,62329,804,1142,1,1,2009,"Hospital, Mall",Declining
14883000,Tiruchirappalli,Tiruchirappalli Sector 6,61681,3452,3847,4,3,2018,"Hospital, Mall",Stable
4873000,Kanniyakumari,Kanniyakumari Sector 7,62969,1577,2437,5,4,2001,,Stable
9501000,Tirupathur,Tirupathur Sector 2,62368,3357,3842,1,1,2018,"Temple, Gym",Stable
11883000,Dharmapuri,Dharmapuri Sector 2,64604,4199,5179,1,1,1995,"Parks, School",Declining
8331000,Krishnagiri,Krishnagiri Sector 9,61397,2862,3159,3,2,2007,"Hospital, Mall",Stable
6058000,The Nilgiris,The Nilgiris Sector 9,60927,966,1662,3,2,1993,"Parks, School",Declining
7567000,Krishnagiri,Krishnagiri Sector 8,61538,2561,3256,4,4,2004,,Rising
6334000,Ariyalur,Ariyalur Sector 9,61169,2238,2787,1,1,2013,"Market, Bus Stand",Rising
6857000,Dharmapuri,Dharmapuri Sector 3,63768,2256,2457,5,5,2007,"Parks, School",Stable
10179000,Namakkal,Namakkal Sector 4,64598,3575,3789,2,2,2008,"Parks, School",Declining
3104000,Salem,Salem Sector 9,64860,693,1003,5,5,2007,,Rising
8799000,Ariyalur,Ariyalur Sector 5,64106,3011,3934,4,3,1997,,Stable
4884000,Krishnagiri,Krishnagiri Sector 3,63599,1635,1950,3,3,2013,"Temple, Gym",Declining
6052000,Erode,Erode Sector 8,64709,1584,2257,5,5,1991,"Temple, Gym",Stable
7225000,Erode,Erode Sector 4,60857,1951,2943,4,3,2013,"Market, Bus Stand",Stable
6861000,Namakkal,Namakkal Sector 8,60299,2376,2609,2,2,2008,"Hospital, Mall",Rising
13960000,Chengalpattu,Chengalpattu Sector 2,64291,2707,3299,4,3,1999,"Market, Bus Stand",Stable
5557000,Cuddalore,Cuddalore Sector 9,61139,1918,2769,2,2,1999,"Temple, Gym",Stable
2434000,Mayiladuthurai,Mayiladuthurai Sector 1,64567,702,1539,5,4,2009,,Declining
9592000,Chennai,Chennai Sector 3,60101,1098,1339,3,3,2021,,Rising
8712000,Karur,Karur Sector 7,60298,2976,3884,4,3,1995,"Temple, Gym",Stable
9642000,Thoothukudi,Thoothukudi Sector 3,64794,2893,3338,4,4,2017,,Stable
3077000,Tiruvannamalai,Tiruvannamalai Sector 9,60865,1075,1636,1,1,1996,"Market, Bus Stand",Stable
3712000,Pudukkottai,Pudukkottai Sector 8,63609,1189,1535,4,3,2014,"Parks, School",Stable
20986000,The Nilgiris,The Nilgiris Sector 9,64517,3407,3958,5,5,2013,,Declining
11021000,Thiruvallur,Thiruvallur Sector 10,62658,3767,4664,5,4,2021,"Market, Bus Stand",Rising
9742000,Dindigul,Dindigul Sector 7,64954,3288,3525,5,5,2003,"Market, Bus Stand",Rising
2486000,Kallakurichi,Kallakurichi Sector 2,64870,726,1452,5,4,2018,"Temple, Gym",Stable
2875000,Ariyalur,Ariyalur Sector 2,60230,855,1192,5,4,1996,,Declining
9642000,Kancheepuram,Kancheepuram Sector 3,62688,1901,2766,5,4,2020,"Market, Bus Stand",Stable
5540000,Viluppuram,Viluppuram Sector 9,60599,1804,2301,5,4,1993,,Stable
12637000,Tirunelveli,Tirunelveli Sector 9,64744,4419,5083,3,3,2006,,Rising
12285000,Tiruppur,Tiruppur Sector 7,64548,2960,3907,4,4,2023,"Hospital, Mall",Rising
9503000,Chennai,Chennai Sector 4,63239,1063,1412,5,5,2015,"Market, Bus Stand",Stable
8095000,Thoothukudi,Thoothukudi Sector 5,61926,2463,2712,2,1,1998,"Temple, Gym",Stable
6899000,Dharmapuri,Dharmapuri Sector 8,63673,2326,3311,4,3,2012,"Parks, School",Stable
5741000,Kallakurichi,Kallakurichi Sector 1,61599,1883,2754,5,5,1992,"Temple, Gym",Stable
10500000,Karur,Karur Sector 8,60166,3624,3827,4,3,2011,"Hospital, Mall",Stable
12628000,Madurai,Madurai Sector 2,60455,2730,2954,3,2,1992,"Temple, Gym",Stable
2080000,Tirupathur,Tirupathur Sector 3,61841,613,1177,4,4,1993,"Market, Bus Stand",Declining
22059000,Coimbatore,Coimbatore Sector 9,62524,3917,4697,5,5,2008,"Market, Bus Stand",Stable
4582000,Thoothukudi,Thoothukudi Sector 6,64192,1394,1977,1,1,1998,"Parks, School",Stable
5483000,Chengalpattu,Chengalpattu Sector 9,61640,1043,1407,3,2,2010,"Temple, Gym",Stable
7044000,Ranipet,Ranipet Sector 2,60258,2334,3159,5,4,2017,,Stable
3565000,Thiruvarur,Thiruvarur Sector 9,60210,1132,2012,4,3,2005,"Temple, Gym",Declining
7954000,Tirunelveli,Tirunelveli Sector 9,63610,2681,3575,4,3,2010,"Hospital, Mall",Stable
3416000,Tiruvannamalai,Tiruvannamalai Sector 4,61582,1102,1668,3,3,1995,"Temple, Gym",Stable
2013000,Sivaganga,Sivaganga Sector 9,60161,676,905,1,1,2022,,Rising
8547000,Nagapattinam,Nagapattinam Sector 1,60207,2976,3528,2,1,2013,"Temple, Gym",Stable
2610000,Tirunelveli,Tirunelveli Sector 6,63346,798,1033,4,4,1996,,Stable
3371000,Ranipet,Ranipet Sector 2,61195,1062,1470,4,3,2017,"Temple, Gym",Rising
7861000,Dharmapuri,Dharmapuri Sector 3,64627,2764,3175,1,1,2003,"Parks, School",Declining
9077000,Namakkal,Namakkal Sector 8,61872,3169,3630,2,2,2004,"Temple, Gym",Rising
10025000,Tirupathur,Tirupathur Sector 4,64324,3530,4128,1,1,1992,"Temple, Gym",Stable
10160000,Tirunelveli,Tirunelveli Sector 8,64837,3552,4474,2,2,2023,,Stable
4566000,Kancheepuram,Kancheepuram Sector 1,62271,868,1584,4,3,1996,"Hospital, Mall",Rising
12879000,Madurai,Madurai Sector 9,60241,2840,3114,1,1,2014,"Hospital, Mall",Rising
6777000,Ariyalur,Ariyalur Sector 4,64687,2240,3039,5,5,1996,"Market, Bus Stand",Rising
10943000,Tirupathur,Tirupathur Sector 3,64477,3768,4758,4,3,2020,"Hospital, Mall",Declining
5451000,Sivaganga,Sivaganga Sector 7,63179,1778,2184,5,5,1992,"Parks, School",Declining
8212000,Ranipet,Ranipet Sector 4,64611,2821,3057,3,2,2005,"Parks, School",Stable
5011000,Tiruvannamalai,Tiruvannamalai Sector 2,62749,1680,2319,3,2,2020,"Temple, Gym",Stable
10328000,Namakkal,Namakkal Sector 7,63892,3552,4530,4,4,1998,"Market, Bus Stand",Stable
9785000,Tiruvannamalai,Tiruvannamalai Sector 10,61576,3468,4396,1,1,2008,"Temple, Gym",Stable
10051000,Salem,Salem Sector 10,60438,2501,2804,5,4,2016,"Parks, School",Stable
2595000,Thiruvallur,Thiruvallur Sector 3,64861,820,1569,3,2,1999,"Hospital, Mall",Rising
10633000,Virudhunagar,Virudhunagar Sector 6,61328,3716,3937,2,2,2019,,Stable
12530000,Cuddalore,Cuddalore Sector 7,61452,4349,4614,4,3,1990,"Market, Bus Stand",Rising
5357000,Dharmapuri,Dharmapuri Sector 3,60803,1788,1990,4,3,2024,"Parks, School",Stable
11974000,Vellore,Vellore Sector 5,64251,3208,3696,4,3,2018,"Temple, Gym",Declining
12164000,Tiruchirappalli,Tiruchirappalli Sector 5,64560,2842,3655,2,1,2013,"Market, Bus Stand",Declining
11484000,Pudukkottai,Pudukkottai Sector 6,60418,4075,4630,1,1,2024,"Temple, Gym",Declining
6388000,Dharmapuri,Dharmapuri Sector 9,61773,2221,2527,2,1,2002,"Market, Bus Stand",Stable
8257000,Chengalpattu,Chengalpattu Sector 4,64920,1574,2563,4,3,2018,"Parks, School",Stable
11660000,Thiruvallur,Thiruvallur Sector 4,62961,4061,4613,3,3,1990,,Stable
11378000,Kancheepuram,Kancheepuram Sector 7,63488,2322,3145,2,1,2020,,Stable
8662000,Tirupathur,Tirupathur Sector 1,62884,3016,3475,2,2,2011,"Market, Bus Stand",Declining
4883000,Erode,Erode Sector 10,60224,1260,1816,5,4,2005,"Parks, School",Stable
3773000,Cuddalore,Cuddalore Sector 8,61511,1238,1707,3,3,2011,"Parks, School",Rising
20099000,The Nilgiris,The Nilgiris Sector 5,60188,3309,4082,2,2,2003,"Temple, Gym",Rising
3086000,Tirunelveli,Tirunelveli Sector 8,62961,957,1458,4,4,2013,,Rising
7507000,Madurai,Madurai Sector 10,63260,1580,2485,4,3,2000,"Market, Bus Stand",Declining
7600000,Nagapattinam,Nagapattinam Sector 10,61382,2589,2948,4,4,2019,"Market, Bus Stand",Stable
6981000,Thiruvarur,Thiruvarur Sector 2,62223,2326,2805,5,4,2005,"Parks, School",Stable
17464000,Tiruchirappalli,Tiruchirappalli Sector 6,60533,4112,4881,2,1,2011,"Parks, School",Rising
11357000,Chennai,Chennai Sector 2,60356,1310,1562,2,2,2000,"Market, Bus Stand",Stable
2264000,Thoothukudi,Thoothukudi Sector 1,63668,676,1671,1,1,1997,"Hospital, Mall",Rising
22142000,Chennai,Chennai Sector 2,61910,2546,2764,5,5,2017,"Temple, Gym",Declining
11187000,Viluppuram,Viluppuram Sector 7,60404,3958,4748,1,1,2022,,Stable
4710000,Salem,Salem Sector 1,61439,1226,2161,1,1,2023,"Hospital, Mall",Stable
3983000,Pudukkottai,Pudukkottai Sector 6,60931,1319,2267,3,3,1995,"Temple, Gym",Stable
7864000,Tiruvannamalai,Tiruvannamalai Sector 4,63198,2708,3339,3,3,2008,"Hospital, Mall",Stable
11026000,Thoothukudi,Thoothukudi Sector 5,62134,3338,4016,3,2,1993,,Declining
38299000,Chennai,Chennai Sector 4,63446,4493,5256,1,1,2008,"Parks, School",Stable
11970000,Kanniyakumari,Kanniyakumari Sector 8,63633,4244,4592,1,1,2020,"Temple, Gym",Declining
5890000,Salem,Salem Sector 2,60141,1456,1849,4,4,2009,"Hospital, Mall",Stable
3045000,Tirunelveli,Tirunelveli Sector 3,62393,1061,1837,1,1,2013,,Declining
11020000,Krishnagiri,Krishnagiri Sector 1,60227,3880,4127,2,1,2017,"Market, Bus Stand",Declining
5154000,Thiruvallur,Thiruvallur Sector 8,62139,1756,2550,2,1,2007,"Parks, School",Declining
12667000,Tirunelveli,Tirunelveli Sector 4,62422,4464,5143,2,2,1993,"Hospital, Mall",Stable
11213000,Theni,Theni Sector 7,61355,3981,4214,1,1,2013,"Temple, Gym",Stable
15589000,Tiruppur,Tiruppur Sector 3,62731,3873,4146,1,1,2008,"Parks, School",Stable
7386000,Krishnagiri,Krishnagiri Sector 5,63549,2454,2965,5,5,2017,,Stable
11604000,Krishnagiri,Krishnagiri Sector 6,62857,4051,4926,3,3,2005,"Hospital, Mall",Rising
5559000,Tenkasi,Tenkasi Sector 6,63801,1858,2234,4,4,2012,,Rising
3338000,Tiruvannamalai,Tiruvannamalai Sector 2,62595,1089,1916,3,3,2024,"Parks, School",Rising
7595000,Coimbatore,Coimbatore Sector 4,62831,1294,1779,5,5,2007,"Market, Bus Stand",Declining
3177000,Tirunelveli,Tirunelveli Sector 7,61351,962,1277,5,4,2004,"Hospital, Mall",Stable
4243000,Nagapattinam,Nagapattinam Sector 4,64333,1462,1824,1,1,1992,,Rising
2355000,Kallakurichi,Kallakurichi Sector 8,62938,719,1490,3,2,1995,"Temple, Gym",Stable
4388000,Tiruppur,Tiruppur Sector 4,62415,1035,1422,2,2,2010,"Parks, School",Declining
4056000,Krishnagiri,Krishnagiri Sector 2,60221,1421,2126,1,1,2022,,Stable
9892000,Tirupathur,Tirupathur Sector 6,60929,3410,3911,3,2,2017,"Market, Bus Stand",Stable
2761000,Kanniyakumari,Kanniyakumari Sector 9,60475,966,1463,1,1,2003,"Market, Bus Stand",Stable
4352000,Thoothukudi,Thoothukudi Sector 1,63244,1322,1996,1,1,2014,"Hospital, Mall",Declining
8185000,Karur,Karur Sector 8,62687,2811,3437,3,2,2024,"Hospital, Mall",Stable
22654000,Chengalpattu,Chengalpattu Sector 10,62770,4476,5117,3,2,2007,"Market, Bus Stand",Rising
7731000,Salem,Salem Sector 4,62130,1987,2888,2,2,2013,"Market, Bus Stand",Declining
16497000,Coimbatore,Coimbatore Sector 6,64739,2911,3828,5,4,1991,"Parks, School",Stable
3683000,Sivaganga,Sivaganga Sector 5,61897,1144,1971,5,4,2013,"Hospital, Mall",Stable
16386000,Kancheepuram,Kancheepuram Sector 6,61575,3339,4243,4,4,2005,"Temple, Gym",Stable
13145000,Tiruppur,Tiruppur Sector 3,62752,3192,3922,4,4,2023,"Market, Bus Stand",Stable
11730000,Ranipet,Ranipet Sector 1,64371,4047,5012,4,3,2010,,Stable
3738000,Kallakurichi,Kallakurichi Sector 7,61316,1298,2160,1,1,2003,"Hospital, Mall",Stable
6480000,Tiruchirappalli,Tiruchirappalli Sector 1,63204,1443,1707,4,4,2010,"Hospital, Mall",Stable
10711000,Kancheepuram,Kancheepuram Sector 2,60397,2163,2845,3,3,1997,"Temple, Gym",Stable
6407000,Karur,Karur Sector 9,62593,2151,2385,4,4,2021,,Stable
10570000,Karur,Karur Sector 6,62790,3582,4241,5,5,2009,"Hospital, Mall",Rising
3351000,Nagapattinam,Nagapattinam Sector 7,64899,1105,2037,3,2,1990,"Market, Bus Stand",Declining
10487000,Namakkal,Namakkal Sector 2,60256,3674,4315,2,2,1999,"Hospital, Mall",Declining
12301000,Tirunelveli,Tirunelveli Sector 4,61856,4267,4810,4,4,2015,"Market, Bus Stand",Stable
11517000,Kanniyakumari,Kanniyakumari Sector 8,63798,4075,4322,1,1,2010,"Temple, Gym",Declining
10449000,Tirunelveli,Tirunelveli Sector 3,63301,3682,4601,1,1,1994,,Stable
9169000,Erode,Erode Sector 4,64289,2587,3397,1,1,1994,"Market, Bus Stand",Stable
8213000,Thanjavur,Thanjavur Sector 5,61341,2852,3173,2,1,2007,"Market, Bus Stand",Rising
5212000,Ranipet,Ranipet Sector 10,60104,1680,2559,5,4,2012,"Parks, School",Declining
7777000,Theni,Theni Sector 5,62436,2691,3495,2,1,1997,"Market, Bus Stand",Stable
12012000,Viluppuram,Viluppuram Sector 1,61311,4152,5049,4,3,2023,"Market, Bus Stand",Declining
13073000,Ramanathapuram,Ramanathapuram Sector 6,61810,4485,5244,5,4,1998,"Parks, School",Declining
8958000,Tiruchirappalli,Tiruchirappalli Sector 5,61486,2052,2979,3,2,2011,"Temple, Gym",Rising
8487000,Vellore,Vellore Sector 8,64968,2257,2683,4,4,2011,"Hospital, Mall",Declining
9643000,Pudukkottai,Pudukkottai Sector 6,62280,3287,3844,4,3,1991,"Temple, Gym",Stable
8016000,Erode,Erode Sector 6,64422,2269,2793,1,1,2014,"Hospital, Mall",Stable
11214000,Cuddalore,Cuddalore Sector 3,63638,3978,4268,1,1,1991,"Parks, School",Rising
25645000,Chennai,Chennai Sector 9,60522,2992,3726,2,2,2014,"Parks, School",Declining
6377000,Coimbatore,Coimbatore Sector 3,60498,1098,1808,3,3,2018,"Hospital, Mall",Stable
11357000,Dharmapuri,Dharmapuri Sector 10,63151,3886,4240,5,5,1990,"Temple, Gym",Rising
2771000,Viluppuram,Viluppuram Sector 8,60437,812,1482,5,4,2021,"Market, Bus Stand",Rising
11676000,Salem,Salem Sector 5,62218,3054,3332,1,1,2011,,Stable
16337000,Vellore,Vellore Sector 10,62832,4488,5135,2,1,1999,"Temple, Gym",Stable
10228000,Dindigul,Dindigul Sector 7,63763,3609,4456,1,1,1998,"Market, Bus Stand",Stable
9842000,Theni,Theni Sector 4,64650,3422,3623,3,3,2012,"Market, Bus Stand",Stable
17592000,Tiruppur,Tiruppur Sector 5,60282,4301,4635,4,3,1993,"Temple, Gym",Stable
21647000,Chennai,Chennai Sector 2,62770,2496,2896,4,3,2008,"Market, Bus Stand",Stable
7448000,Mayiladuthurai,Mayiladuthurai Sector 4,64906,2545,3039,3,2,2011,"Temple, Gym",Declining
12306000,Vellore,Vellore Sector 9,62380,3376,3816,2,2,2021,"Hospital, Mall",Stable
10178000,Thiruvallur,Thiruvallur Sector 4,60829,3568,4497,2,2,2002,,Declining
6255000,Thiruvarur,Thiruvarur Sector 10,60180,2152,2774,2,2,1998,"Parks, School",Stable
12932000,The Nilgiris,The Nilgiris Sector 4,60703,2131,2881,1,1,2008,"Market, Bus Stand",Stable
4342000,Viluppuram,Viluppuram Sector 7,62321,1499,2235,1,1,1998,"Temple, Gym",Rising
10476000,Thoothukudi,Thoothukudi Sector 10,63878,3224,4019,2,1,2019,,Rising
3777000,Thanjavur,Thanjavur Sector 2,60863,1220,1590,4,4,2011,"Temple, Gym",Rising
8602000,Viluppuram,Viluppuram Sector 7,60494,3008,3716,2,1,2017,"Parks, School",Declining
9966000,Perambalur,Perambalur Sector 4,60763,3471,4108,2,2,2008,"Parks, School",Declining
4978000,Krishnagiri,Krishnagiri Sector 5,60138,1716,2487,2,1,2012,"Hospital, Mall",Stable
15807000,Madurai,Madurai Sector 9,61480,3451,4027,3,2,2005,"Parks, School",Stable
3286000,Kancheepuram,Kancheepuram Sector 2,64240,674,1353,1,1,2009,"Temple, Gym",Rising
6901000,Thoothukudi,Thoothukudi Sector 10,63275,2063,2894,3,2,2002,,Rising
8430000,Tiruchirappalli,Tiruchirappalli Sector 7,63673,1895,2739,5,5,1992,"Parks, School",Declining
3663000,Tenkasi,Tenkasi Sector 2,64147,1134,2116,5,4,2005,,Rising
10932000,Mayiladuthurai,Mayiladuthurai Sector 5,63141,3717,3999,5,5,1993,,Stable
3879000,Virudhunagar,Virudhunagar Sector 6,63170,1282,1981,3,2,2006,,Stable
7338000,Ariyalur,Ariyalur Sector 1,60475,2499,3334,3,2,2017,"Market, Bus Stand",Stable
12324000,Kanniyakumari,Kanniyakumari Sector 6,61936,4227,4910,5,4,2004,,Rising
3475000,Pudukkottai,Pudukkottai Sector 6,62836,1072,1851,5,4,2000,"Hospital, Mall",Rising
12921000,Madurai,Madurai Sector 1,63283,2781,3221,4,3,2000,,Rising
7888000,Krishnagiri,Krishnagiri Sector 3,60736,2731,3418,2,1,2013,,Declining
2227000,Thanjavur,Thanjavur Sector 10,61206,636,1224,4,3,2001,"Market, Bus Stand",Stable
4811000,Ramanathapuram,Ramanathapuram Sector 6,62479,1601,2559,3,3,2019,"Hospital, Mall",Stable
3225000,Dindigul,Dindigul Sector 4,63751,957,1630,5,5,1990,"Market, Bus Stand",Stable
10420000,Virudhunagar,Virudhunagar Sector 10,62770,3631,4472,3,2,2007,"Temple, Gym",Stable
9153000,Thanjavur,Thanjavur Sector 9,64797,3087,3345,5,5,2014,"Parks, School",Declining
12898000,Thanjavur,Thanjavur Sector 10,63612,4461,5112,4,4,2014,"Parks, School",Stable
2273000,Thanjavur,Thanjavur Sector 2,64567,758,1241,2,1,1996,"Hospital, Mall",Declining
10706000,Namakkal,Namakkal Sector 1,63814,3754,4667,2,2,1999,"Hospital, Mall",Declining
6884000,Viluppuram,Viluppuram Sector 9,60191,2371,2652,2,2,1991,"Market, Bus Stand",Stable
11241000,Mayiladuthurai,Mayiladuthurai Sector 7,61844,3849,4653,5,4,1995,"Hospital, Mall",Stable
3726000,Erode,Erode Sector 7,63395,953,1289,4,3,2013,"Parks, School",Stable
11627000,The Nilgiris,The Nilgiris Sector 3,62981,1913,2457,1,1,2003,,Declining
34501000,Chennai,Chennai Sector 3,62852,4011,4224,4,4,2006,,Rising
3524000,Mayiladuthurai,Mayiladuthurai Sector 4,62797,1114,1552,4,3,1991,"Temple, Gym",Stable
11539000,Cuddalore,Cuddalore Sector 3,63481,4051,4601,2,2,1998,"Parks, School",Stable
9468000,Tiruppur,Tiruppur Sector 8,64302,2315,2805,2,1,2011,"Market, Bus Stand",Declining
11760000,Perambalur,Perambalur Sector 10,62842,4025,4366,5,5,2015,"Hospital, Mall",Stable
5047000,Madurai,Madurai Sector 5,60411,1036,1897,4,4,1997,,Stable
9138000,Perambalur,Perambalur Sector 2,63719,3176,4013,2,2,2017,"Parks, School",Stable
4135000,Krishnagiri,Krishnagiri Sector 6,64713,1366,1572,3,3,2008,,Stable
12585000,Karur,Karur Sector 6,60891,4461,4892,1,1,2003,"Temple, Gym",Declining
6718000,Kallakurichi,Kallakurichi Sector 5,61438,2203,3156,5,5,2022,"Parks, School",Declining
4451000,Chengalpattu,Chengalpattu Sector 2,62885,866,1839,1,1,1997,"Hospital, Mall",Stable
6758000,Namakkal,Namakkal Sector 7,63492,2243,3132,5,5,2021,"Market, Bus Stand",Stable
3871000,Tiruvannamalai,Tiruvannamalai Sector 9,64369,1287,2201,3,2,2005,"Market, Bus Stand",Declining
6862000,Thiruvallur,Thiruvallur Sector 1,61494,2344,2579,3,3,1996,"Temple, Gym",Rising
10632000,Thoothukudi,Thoothukudi Sector 1,62725,3190,3606,4,4,2007,"Parks, School",Stable
6209000,Mayiladuthurai,Mayiladuthurai Sector 8,60104,2113,2860,3,3,2011,"Parks, School",Stable
10238000,Sivaganga,Sivaganga Sector 10,62536,3608,4377,1,1,2019,"Temple, Gym",Declining
8867000,Tiruvannamalai,Tiruvannamalai Sector 4,60721,3033,3790,4,3,1996,"Temple, Gym",Stable
11557000,Ranipet,Ranipet Sector 5,62143,4093,4599,1,1,2024,,Stable
2295000,Ariyalur,Ariyalur Sector 6,61938,678,1038,4,4,2017,"Temple, Gym",Stable
6376000,Namakkal,Namakkal Sector 5,61337,2182,3069,3,2,2014,"Parks, School",Declining
8159000,Krishnagiri,Krishnagiri Sector 4,62210,2731,3208,5,4,2009,"Market, Bus Stand",Stable
12159000,Ranipet,Ranipet Sector 5,63632,4324,5160,1,1,2005,"Temple, Gym",Rising
17685000,Tiruppur,Tiruppur Sector 9,64786,4363,4685,2,1,2012,"Parks, School",Declining
10451000,Cuddalore,Cuddalore Sector 3,63552,3661,4661,2,1,2006,"Temple, Gym",Rising
3040000,Thanjavur,Thanjavur Sector 6,62613,1067,1474,1,1,2022,"Temple, Gym",Declining
11117000,Chengalpattu,Chengalpattu Sector 3,62846,2128,2578,5,5,2024,,Declining
